Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401110,Real Prop-current,-11305500,-12353030.5,-12489400,-12248833.72,-11942200,-12641791.54,-12472700,-12606702.44,-12695600.00,-13739514.64,-13934900.00,-13955317.28,-12314900.00,-14320407.63,-12754100.00,-12927600.88,-13441100.00,-13979695.57,-16239100.00,-14501138.94,-14875900,-14918770.63
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401120,Personal Prop-current,-764200,-946737.24,-861900,-950820.61,-950000,-977941.41,-977400,-915200.45,-877100.00,-1039828.30,-1117900.00,-1048713.46,-931900.00,-969610.16,-958200.00,-896436.47,-955400.00,-781179.76,-790400.00,-814316.80,-805800,-761740.98
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401130,Public Utility-current,-502200,-550528.03,-524800,-526607.69,-519000,-526257.81,-531400,-519809.54,-522700.00,-554141.33,-559000.00,-588773.93,-517700.00,-551813.43,-477200.00,-489737.75,-452000.00,-387625.23,-393800.00,-379673.86,-398700,-336597.94
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401201,Delinqnt RealPrpTaxSold-cur yr,-341700,-439822.43,-445900,-444012.27,-426300,-377991.39,-382100,-360827.6,-426300.00,-388187.84,-431000.00,-379860.19,-341700.00,-388056.59,-353900.00,-246863.74,-369000.00,-323701.17,-380100.00,-398360.64,-391500,-509151.63
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401212,Real-Collectn-pre,0,-47486.18,-4600,48841.63,-4600,-17389.81,-13600,26338.46,-3300.00,-15625.52,-3100.00,13960.67,-3100.00,-16247.49,-3100.00,-25007.70,-67000.00,-19025.27,-15600.00,18745.75,-15600,39843.13
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401213,Real-C & M-pre,0,-10930.08,-3800,-29848.39,-5100,-16662.35,0,-4692.29,0.00,-12712.65,0.00,-3577.82,0.00,-6450.62,0.00,-2115.15,0.00,-3922.73,-2100.00,-2638.90,-2100,771.06
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401222,Prsnlty-Cllctn-pre,-5000,-11709.09,-15400,3381.17,0,-27096.4,-9100,-13408.26,-36200.00,2783.06,-33600.00,-493.91,-33600.00,19725.91,-33500.00,-2433.53,-35600.00,8232.39,-2400.00,-3176.20,-2400,-280.02
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401224,Prsnlty - C&M Tax Lit precee,0,-2001.61,-2400,-5820.16,-100,-3157.34,-2300,-8688.05,-11100.00,-4396.54,-10300.00,-5709.62,-10300.00,-10445.94,-10300.00,-11783.00,-11000.00,-14497.80,-13500.00,-7889.01,-13200,-8252.7
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401232,PU-Collections-pre,0,-2309.82,-1000,13.42,0,-449.5,0,0,0.00,1109.36,0.00,913.99,0.00,-11.74,0.00,-117.58,0.00,-11.35,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401234,PU - C&M Tax Lit preceeding,0,-11641.47,0,-3923.73,0,-977.22,0,-3746.32,0.00,0.00,0.00,-1096.65,0.00,-2627.28,0.00,-2402.27,0.00,-1546.13,-2600.00,-18.76,-3200,-610.46
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401310,Real Property-C&M-prior,0,-4475.09,-10200,-3476.43,0,-7594.7,-5700,-8755.74,-9200.00,-6154.12,-8500.00,-4645.84,-8500.00,-4036.54,-8500.00,-1655.39,-9000.00,-3415.46,-1700.00,-1893.39,-3400,-1018.18
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401311,Real Property-Trustee-prior,0,0,0,0,0,0,0,29623.56,0.00,13364.62,0.00,-2373.90,0.00,-3637.46,0.00,-3969.62,0.00,1335.21,-1700.00,-1965.83,-1700,45930.97
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401320,Personalty-Trustee-prior,0,8487.72,-17700,4062.14,0,-3158.07,0,-1558.8,-5400.00,2472.96,-5000.00,6588.09,-5000.00,-1833.99,-5000.00,965.23,-5300.00,15869.15,-400.00,-2014.55,-400,-719.58
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401324,Personalty - C&M Tax Lit Pri,-1500,-4160.48,-1500,-3006.78,0,-2085.85,0,-1807,-7300.00,-1802.71,-6800.00,-2378.24,-6800.00,-1220.52,-6600.00,-1137.10,-7200.00,-4401.31,-2000.00,-2284.77,-7800,-1769.25
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401330,PU-Trustee-prior,0,0,-3700,-1631.31,0,-537.32,0,0,0.00,0.00,0.00,-620.58,0.00,0.00,0.00,0.00,0.00,-2763.67,-2800.00,0.00,-2800,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,401334,PU - C&M Tax Lit Prior,0,-788.57,-13000,-1243.09,0,-8.63,0,0,0.00,-203.58,0.00,0.00,0.00,0.00,0.00,-509.09,0.00,-66.53,-500.00,0.00,-500,-33.32
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,402000,Local Option Sales Tax,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,-1250000
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,403204,AlcBev Gross Rcpt Tax,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-366900,-239243.17
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,405471,Interest-MIP,-80000,0,0,-1468.54,0,0,0,-864.69,0.00,-3060.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,-6022.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,-21.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,431001,Transfer Operational,0,-10087.11,0,-366163.82,0,-388024.35,0,-58579.8,0.00,0.00,0.00,0.00,0.00,0.00,-2761100.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,420200,Bond Interest Tax Credit,0,0,0,-605987.67,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,421100,Bond Proceeds,0,-20356770.04,0,-25925413.02,0,-25561895.3,0,-31386758,0.00,0.00,0.00,-4464949.00,0.00,-27571610.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,421103,Premium on Bonds,0,-1955860.37,0,-3884314.59,0,-5479037.41,0,-5236403.48,0.00,0.00,0.00,-376787.42,0.00,-5956940.94,0.00,0.00,0.00,0.00,0.00,0.00,0,0
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,431500,Transfer Debt Service,-4380100,0,-583400,0,-583400,0,-583400,0,-583400.00,0.00,-583400.00,-583400.00,-583400.00,-583400.00,-583400.00,-3344500.00,-683400.00,-583400.00,-583400.00,-2583400.00,-583400,-583400
28315,USD Debt Service,90,Debt Service,90199315,DS USD Debt Srv General Rev,431510,Transfer Self Fund Debt,-448300,-672450,-448300,-448300,-448300,-448300,-448300,-441300,-5518700.00,-1390200.00,-1357200.00,-1357200.00,-1324200.00,-1324200.00,-1291200.00,-1291200.00,-1258200.00,-1258200.00,-1225200.00,-1225200.00,-1192300,-1192300
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401110,Real Prop-current,-187814500,-193863974.18,-196553400,-192223165.7,-194562300,-194519301.79,-233675500,-242942128.76,-250340500.00,-249490580.98,-253995800.00,-253082324.86,-256133600.00,-258997286.21,-264989300.00,-268790552.45,-278894100.00,-279015399.71,-288485400.00,-288492070.78,-296408800,-295213342.19
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401120,Personal Prop-current,-12695300,-12390487.17,-12622600,-12281992.69,-12390000,-12455352.82,-14889700,-15313978.26,-16069200.00,-15658400.70,-16941100.00,-15930381.68,-16333600.00,-14581442.72,-16559900.00,-15638661.80,-16806700.00,-13581757.68,-13740600.00,-14188618.85,-14009600,-13297100.16
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401130,Public Utility-current,-8343100,-7504478.59,-7850200,-7345766.9,-7504000,-7420447.29,-8970200,-8891855.13,-8950700.00,-9310599.17,-9391600.00,-9898298.94,-9973400.00,-9385752.74,-9511800.00,-9723017.45,-10285000.00,-7724136.35,-7950800.00,-8043673.38,-7944300,-7294211.68
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401201,Delinqnt RealPrpTaxSold-cur yr,-5674700,-6977572.12,-6517900,-7190181.64,-7103000,-5877921.65,-7864000,-6723946.56,-6936900.00,-7284595.47,-7855500.00,-7076367.01,-7367800.00,-7282459.37,-7622500.00,-5287278.55,-7973700.00,-6189345.57,-8212900.00,-7693737.17,-8459300,-10251266.43
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401212,Real-Collectn-pre,0,-773708.55,-89600,310237.27,-89600,-282238,-127500,217557.55,-293500.00,-304631.00,-289300.00,228660.85,-289300.00,-159305.31,-290100.00,-363339.98,-306800.00,-356305.25,-302500.00,390971.20,-302500,668322.94
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401213,Real-C & M-pre,0,-172229.16,-78000,-224708.84,-78000,-241917.62,-181200,-111004.15,-156600.00,-213946.67,-154400.00,-61240.15,-154400.00,-115994.19,-154800.00,-52333.91,-163800.00,-82149.28,-52300.00,-44646.73,-52300,17255.19
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401222,Prsnlty-Cllctn-pre,-81900,-177647.25,-44100,25515.4,-44100,-128742.22,-79500,-92364.87,-94900.00,80274.77,-93600.00,-19952.69,-93600.00,244490.91,-93900.00,-115940.81,-99200.00,80812.42,-115900.00,-51032.26,-115900,-7498.86
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401224,Prsnlty - C&M Tax Lit precee,-56800,-176365.52,-64300,-120801.75,-49700,-95650.33,-72800,-98243.39,-65700.00,-79145.79,-64700.00,-104588.18,-64700.00,-152308.63,-64900.00,-172902.79,-68600.00,-212114.91,-194800.00,-153142.74,-203200,-151658.26
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401232,PU-Collections-pre,-600,-25600.43,-14600,142.76,0,-4737.46,0,9624.32,0.00,13983.96,0.00,11532.92,0.00,-157.75,0.00,-7327.24,0.00,-31781.09,-31800.00,0.00,-31800,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401234,PU - C&M Tax Lit preceeding,0,-40782.8,0,-52102.13,-5800,-29154.63,-19600,-30391.69,-28800.00,0.00,-28400.00,-7555.48,-28400.00,-33166.48,-28500.00,-39982.65,-30100.00,-22903.89,-33200.00,-896.32,-51600,-10572.1
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401310,Real Property-C&M-prior,-76400,-82780.92,-217500,-67394.24,-89300,-111831.54,-129500,-143818.64,0.00,-99403.55,0.00,-75876.99,0.00,-59425.34,0.00,-39331.13,0.00,-59317.23,-39300.00,-35392.05,-59300,-19269.79
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401311,Real Property-Trustee-prior,0,0,0,0,0,0,0,352107.68,0.00,161480.17,0.00,-123666.11,0.00,-78201.23,0.00,-21657.75,0.00,-35472.38,-25900.00,63953.92,-25900,861124.26
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401320,Personalty-Trustee-prior,-17500,102739.56,-211600,41360.61,0,-40395.34,-7500,-23583.9,-9100.00,47245.36,-9000.00,59693.89,-9000.00,-36819.81,-9000.00,1944.68,-9500.00,212963.58,-4900.00,-14060.17,-4900,-15593.06
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401324,Personalty - C&M Tax Lit Pri,-15700,-77440.37,-22400,-43627.93,-22400,-38550.42,-31000,-34773.61,-29100.00,-30695.31,-28700.00,-35727.85,-28700.00,-25900.34,-28800.00,-18532.03,-30400.00,-58219.57,-39600.00,-29983.49,-65100,-34962.13
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401330,PU-Trustee-prior,0,-5685.65,-52200,-18851.78,0,0,0,0,0.00,0.00,0.00,-6600.69,0.00,0.00,0.00,0.00,0.00,-40839.03,-40800.00,0.00,-40800,-18.02
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401334,PU - C&M Tax Lit Prior,-73100,-12867.48,-141600,-21879.69,0,-160.67,0,-1975.71,0.00,-2256.32,0.00,0.00,0.00,0.00,0.00,-11021.47,0.00,-2727.17,-11000.00,-201.78,-11000,-1076.38
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,401610,In Lieu-current,-2258900,-2091377.29,-2258900,-2120136.76,-2665100,-2430697.18,-1799200,-2027767.3,-2228000.00,-2426677.93,-2474200.00,-3049318.01,-2950000.00,-2652222.14,-3164700.00,-2890508.09,-3296000.00,-3072640.92,-3099400.00,-3458801.63,-3278400,-3288503.4
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,402000,Local Option Sales Tax,-179350000,-171320336.28,-167706700,-175256364.78,-174857300,-188282638.48,-195342400,-201896100.3,-181737500.00,-186859425.47,-182083300.00,-192810898.78,-210866400.00,-214139486.02,-217353900.00,-216851995.25,-220693700.00,-224215780.19,-233058200.00,-242006117.08,-261130500,-242743132.72
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,402100,TN Telecommuncat'n Sales Tax,0,-49447.79,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,403204,AlcBev Gross Rcpt Tax,-4800000,-4587837.2,-4651100,-4975948.7,-4751800,-5914149.83,-4940000,-6491878.65,-5127100.00,-7686421.99,-5900000.00,-9049391.21,-8592900.00,-10463255.82,-10774300.00,-12783938.71,-13236000.00,-16109588.49,-20172200.00,-22249086.06,-25251300,-18397346.12
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,405470,Intrst-MIP,-350000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,405471,Interest-MIP,0,0,0,0,0,0,0,-654.54,0.00,-4862.82,0.00,-17356.82,0.00,-11358.24,0.00,-24441.13,0.00,0.00,0.00,0.00,0,-112191.52
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,7.95,0.00,-138829.01,0.00,-85904.63,0.00,-109187.93,0.00,-78924.98,0.00,0.00,0.00,0.00,0,-328910.87
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,-17.68,0.00,94.05,0.00,16994.74,0.00,2320.58,0.00,24453.67,0.00,0.00,0.00,0.00,0,112789.02
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406100,Federal Direct,-88000,-124182.4,-100000,-169825.25,-100000,-130157.2,-170000,-119253.35,-170000.00,-102438.18,-150000.00,0.00,-180000.00,-81877.33,-180000.00,-179221.05,-190000.00,0.00,-100000.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406403,TN Telecomm Sales Tax,-71700,0,-53200,-37070.11,-54300,-38914.51,-54300,-56009.35,-54300.00,-64097.82,-58800.00,-61346.08,-55000.00,-53258.60,-62100.00,-46507.89,-58700.00,-770866.69,-500000.00,-656688.61,-770900,-693847.95
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,408603,Gain(Loss) Equip/Other,0,-70807.66,-150000,-77908.59,-75000,-60721.55,-75000,-126486.01,-75000.00,-88534.46,-75000.00,-152545.32,-125000.00,-48633.78,-125000.00,-236967.60,-125000.00,-40963.57,-125000.00,-677312.42,-40000,-33247.92
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,408604,Gain(Loss) Real Property,0,0,0,0,0,0,0,0,0.00,-13500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13000000.00,-4800792.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,408701,Insurance Recovery,0,0,0,0,0,0,0,-828,0.00,0.00,0.00,-1085.09,0.00,-17131.28,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,408702,External Source Recovery,-3000,-2035.14,-3000,-1119.07,-3000,-4076.25,-3000,-14240.96,-3000.00,-1420.74,-3000.00,-1065.20,-3000.00,-186158.84,-3000.00,0.00,-3000.00,-16943.09,-3000.00,0.00,-3000,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,408800,Rent,-200000,-323948.55,-200000,-644931.56,-350000,-472241.1,-600000,-721537.51,-1025000.00,-842431.69,-1025000.00,-1235569.96,-1500000.00,-1735334.20,-1500000.00,-1856155.01,-1683300.00,-2163182.43,-1600000.00,-1389171.91,-1600000,-1549426.69
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,409300,Contribute-Group/Individual,0,-17832.88,0,-32273,0,-14595.77,0,-46401.1,0.00,-36762.00,0.00,-4437.00,0.00,962.00,0.00,-7683.87,0.00,-232224.50,-600000.00,-1000.00,-300000,2828.09
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,409505,Vending,-100,-46230.81,-100,-30404.09,-40000,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,409517,Unclaimed Property,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-1109.95,0.00,0.00,0.00,-463.05,0.00,-74633.28,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,409518,Other,-5000,0,-5000,-85124.72,-5000,-97717.49,-45000,0,-45000.00,0.00,-45000.00,0.00,-150000.00,0.00,-150000.00,0.00,-150000.00,0.00,-150000.00,0.00,-150000,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,431001,Transfer Operational,0,-3479.02,-21832700,-21837158.84,-33889200,-33889200,0,-50005.69,0.00,0.00,0.00,0.00,0.00,-392884.79,0.00,0.00,0.00,0.00,-2000000.00,-2000584.44,0,-37381.31
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,404900,Court Ordered Restitutions,-1200,-2822,-1200,-718.37,-1200,-765,-1200,-30,-1200.00,-500.00,-1200.00,0.00,-1200.00,-483.00,-1200.00,-500.00,-1200.00,-450.00,-1200.00,-1050.00,-1200,-1362.18
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406401,TN Funded Programs,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.70,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406200,Fed thru State PassThru,-70000,-96267.44,-100000,-121568.39,-100000,-147127.96,-150000,-186740.13,-150000.00,-17333.27,-180000.00,-330127.92,0.00,-177200.50,0.00,0.00,0.00,-130782.66,0.00,-214769.71,-100000,-238890.91
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,407606,Garbage & Junk,-10000,-26102.11,-10000,-21969.24,-20000,-30205.31,-20000,-20914.53,-20000.00,-38533.83,-20000.00,-34368.62,-30000.00,-18270.53,-30000.00,-21666.26,-30000.00,-26876.79,-30000.00,-17671.48,-30000,-7282.69
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406500,Other TN Gov't Agencies,-1800,-6159.97,-1800,-5722.81,-5000,-1282.91,-5000,-451.06,-5000.00,-1268.08,-5000.00,-20486.82,-5000.00,-121851.00,-5000.00,-6127.00,-10000.00,-7928.58,-10000.00,-7600.00,-10000,-3000
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,418129,Misc. Rebates,0,0,0,0,0,-23931.24,0,-43618.28,0.00,-155118.43,0.00,-142967.83,0.00,-151255.92,0.00,-109088.58,0.00,-29479.65,0.00,-20374.19,-30000,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406210,Medicaid/TNCAre thru State,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-8451.86,0.00,-98632.05,0.00,-364923.82,0.00,-463819.30,-436000.00,-165750.05,-460000,-276618.86
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,420200,Bond Interest Tax Credit,0,0,0,0,0,-861853.2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,407784,MNPS Miscellaneous,-550000,-807948.9,-550000,-493213.53,-550000,-536440.39,-550000,-852671.11,-550000.00,-837599.13,-550000.00,-1258351.98,-1200000.00,-2049184.02,-1200000.00,-593555.60,-1200000.00,-452837.75,-747700.00,-825718.94,-1000000,-1462547.25
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,431552,Transfer MNPS Indirect,-2900000,-1980434.42,-2900000,-4089836.81,-2500000,-4149847.04,-2750000,-2668979.41,-2750000.00,-2717344.62,-2500000.00,-1821691.72,-2000000.00,-2015089.18,-2000000.00,-2109293.47,-2000000.00,-2283317.97,-2000000.00,-3412680.70,-2300000,-1142803.22
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,431550,Transfer MNPS Programs,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,403101,Marriage License,-43000,-43263.62,-44500,-45533.5,-45500,-46331.5,-45000,-61602.08,0.00,-64240.82,-50000.00,-75996.68,-60000.00,-87843.20,-60000.00,-87691.65,-60000.00,-89537.69,-60000.00,-73475.86,-60000,-72525.39
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,403116,Helping Schools License,-5000,-9065.62,-5000,-3691.44,-5000,-3912.85,-5000,-3668.23,0.00,-3351.43,-5000.00,-3378.67,-5000.00,-3371.59,-5000.00,-3254.61,-5000.00,-3301.20,-5000.00,-2823.29,-5000,-2719.86
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,404002,Home School Penalty,-5000,-5780,-5000,-3622,-5000,0,-5000,0,-5000.00,0.00,-5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,404910,Litigation Settlement,0,0,0,0,0,0,0,0,0.00,-16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406430,TN MNPS Basic Educ. Program,-195189000,-184898700,-198486393,-199457393,-227000000,-226141300,-242545000,-240371067,-252545000.00,-252325000.00,-263545000.00,-257006250.00,-272000000.00,-266836231.00,-287532000.00,-279031844.22,-298994000.00,-290327542.56,-285782000.00,-284588713.91,-286369000,-285579286.66
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406431,TN MNPS Career Teacher Prg,-3433200,-2849235.62,-2600000,-2699683.6,-2200000,-2529647.89,-2200000,-2045616.31,-2200000.00,-1807160.82,-1970700.00,-1534896.74,-1500000.00,-1298485.72,-1500000.00,-1062619.47,-1500000.00,-1434957.48,-1200000.00,-1214070.79,-1200000,-794465.01
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406432,TN MNPS Court Reporting Srv,-15000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406433,TN MNPS Excess Cost,-469200,-517144.88,-400000,-495077.26,-500000,-443598.34,-500000,-614750.65,-500000.00,-1123900.17,-500000.00,-1264449.05,-1200000.00,-1180193.12,-1200000.00,-1592826.48,-1236000.00,-1235032.33,-1236000.00,-1020641.58,-1100000,-917262.49
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406434,TN MNPS Extended Contract,-1800000,-242511.86,0,0,0,-1028361.03,-755400,-777862.22,-567400.00,-563309.91,-567400.00,-522212.16,0.00,-211252.27,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406435,MNPS TN Dept Education,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,29121.45
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406437,TN MNPS Ext Cont ARRA,0,-1029995.97,-1112400,-1171848.97,-1112400,27244.94,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
35131,MNPS General Purpose,80,MNPS,80111000,MNPS General Revenue,406440,TN ARRA Basic Educ Prog,0,-13111300,-12513607,-12513607,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
